Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?"
1491,Bomb/hijack threat with serious public alarm  Ch. 269 S 14(c),All Other Offense (except traffic),17,Public Order,4,Felony,,,,,,Yes,
289,Boxing matches,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1333,"Break safe or vault, for larceny or felony, or attempt, dwelling  Ch. 266 S 16",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1332,"Break safe or vault, for larceny or felony, or attempt, non-dwelling  Ch. 266 S 16",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
171,Breaking glass,Vandalism,32,Property,1,Misdemeanor,,,,,,Yes,
86,Bribe,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1496,"Bribe, business  Ch. 271 S 39(a)",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
1497,"Bribe, offer or accept/solicit sports  Ch. 271 S 39A",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
85,Bribery of witness,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1642,"Building, damage to  Ch. 266 S 104",Vandalism,32,Property,1,Misdemeanor,,,,,,Yes,
1391,"Burglarious instrument/MV master key, make or possess  Ch. 266 S 49",Burglary – Breaking or Entering,29,Public Order,2,Felony,,,,,,Yes,
109,Burglary while being armed or making an assault (felony),Burglary – Breaking or Entering,8,Property,5,Felony,,,,,,Yes,
108,"Burglary, unarmed",Burglary – Breaking or Entering,26,Property,2,Felony,,,,,,Yes,
104,Burn a meeting house,Arson,14,Property,4,Felony,,,,,,Yes,
1315,Burn boat/MV/personalty  Ch. 266 S 5,Arson,20,Property,3,Felony,,,,,,Yes,
1316,"Burn boat/MV/personalty, attempt to  Ch. 266 S 5A",Arson,26,Property,2,Felony,,,,,,Yes,
1314,Burn building/contents  Ch. 266 S 2,Arson,20,Property,3,Felony,,,,,,Yes,
1322,"Burn building/MV/personalty to defraud insurer, or attempt to do so  Ch. 266 S 10",Arson,20,Property,3,Felony,,,,,,Yes,
1313,Burn dwelling house (arson)  Ch. 266 S 1,Arson,14,Property,4,Felony,,,,,,Yes,
1317,"Burn dwelling house (arson), attempt to  Ch. 266 S 5A",Arson,20,Property,3,Felony,,,,,,Yes,
1318,"Burn public building, attempt to  Ch. 266 S 5A",Arson,20,Property,3,Felony,,,,,,Yes,
1319,Burn woods  Ch. 266 S 7,Vandalism,26,Property,2,Misdemeanor,,,,,,Yes,
101,Burning a dwelling,Arson,14,Property,4,Felony,,,,,,Yes,
102,Burning an auto,Arson,20,Property,3,Felony,,,,,,Yes,
98,Burning building,Arson,20,Property,3,Felony,,,,,,Yes,
99,Burning insured property,Arson,20,Property,3,Felony,,,,,,Yes,
103,Burning insured property w/i to defraud,Arson,20,Property,3,Felony,,,,,,Yes,
1164,"Bus/driver, interfere with  Ch. 159A S 31",All Other Offense (except traffic),17,Public Order,4,Felony,,,,,,Yes,
1163,"Bus/railroad car, throwing missile or assaulting  Ch. 159 S 104",Other Assaults,29,Public Order,2,Misdemeanor,,,,,,Yes,
154,Buying and receiving and/or concealing stolen property,"Stolen Property (buying , receiving, possessing)",32,Property,1,Misdemeanor,,,,,,Yes,
1166,"Cable TV/telephone service, obtain by fraud, or attempt, under $5,000   Ch. 166 S 42A",Fraud,29,Public Order,2,Felony,,,,,,Yes,
1211,Caretaker permits abuse on elder/disabled person  Ch. 265 S 13K(d cent),All Other Offense (except traffic),24,Person,2,Felony,,,,,,No,Ch 265 Felony
234,Carjacking,Robbery,10,Motor Vehicle,5,Felony,,,,,,Yes,
1261,Carjacking  Ch. 265 S 21A,Robbery,16,Motor Vehicle,4,Felony,,,,,,No,Ch 265 Felony
235,"Carjacking, armed",Robbery,8,Weapons,5,Felony,,,,,,Yes,
1262,"Carjacking, armed  Ch. 265 S 21A",Robbery,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1263,"Carjacking, armed, with firearm  Ch. 265 S 21A",Robbery,2,Person,6,Felony,,,,,,No,Ch 265 Felony
48,Carnal abuse of a female,Sex Offenses (except forcible rape),7,Person,5,Felony,,,,,,Yes,
396,Carrying a dangerous weapon in school,"Weapons (carrying, possessing)",19,Weapons,3,Misdemeanor,,,,,,Yes,
255,Carrying a firearm in a motor vehicle,"Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
424,Carrying dangerous weapon,"Weapons (carrying, possessing)",25,Weapons,2,Felony,,,,,,Yes,
1580,Check cashing violation Ch. 169A S 2-13,Forgery and Counterfeiting,26,Property,2,Misdemeanor,,,,,,Yes,
1423,"Check, forgery of  Ch. 267 S 1",Forgery and Counterfeiting,29,Public Order,2,Felony,,,,,,Yes,
1518,"Child in nude, disseminate visual material of, with lascivious intent  Ch. 272 S 29B(a)",Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense
1517,"Child in nude, pose/exhibit for visual material, with lascivious intent  Ch. 272 S 29A(a)",Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense
1520,"Child in sexual act, disseminate visual material of, with lascivious intent  Ch. 272 S 29B(b)",Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense
1519,"Child in sexual act, pose/exhibit for visual material, with lascivious intent  Ch. 272 S 29A(b)",Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense
1521,"Child pornography, possession of  Ch. 272 S 29C",Sex Offenses (except forcible rape),23,Public Order,3,Felony,,,Yes,Yes,,No,178C Sex Offense
1140,"Child under 10, abandon  Ch. 119 S 39",Offenses Against Family and Children,24,Person,2,Misdemeanor,,,,,,Yes,
1207,"Child, permit injury to  Ch. 265 S 13J",Offenses Against Family and Children,18,Person,3,Misdemeanor,,,,,,Yes,
423,"Church or school, damage",Vandalism,26,Property,2,Misdemeanor,,,,,,Yes,
1400,"Church or school, damage  Ch. 266 S 98",Vandalism,26,Property,2,Misdemeanor,,,,,,Yes,
1417,"Church, threat to injure  Ch. 266 S 127A",Vandalism,29,Public Order,2,Misdemeanor,,,,,,Yes,
1419,"Church/synagogue, injury to, over $5000  Ch. 266 S 127A",Vandalism,20,Property,3,Felony,,,,,,Yes,
1418,"Church/synagogue, injury to, under $5000  Ch. 266 S 127A",Vandalism,26,Property,2,Misdemeanor,,,,,,Yes,
403,Civil rights order violation,All Other Offense (except traffic),23,Public Order,3,Misdemeanor,,,,,,Yes,
1003,Civil rights order violation  Ch. 12 S 11J,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
404,Civil rights order violation with injury,All Other Offense (except traffic),17,Public Order,4,Felony,,,,,,Yes,
1004,Civil rights order violation with injury  Ch. 12 S 11J,All Other Offense (except traffic),17,Public Order,4,Felony,,,,,,Yes,
1302,Civil rights violation or attempt  Ch. 265 S 37,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1303,Civil rights violation with bodily injury or attempt  Ch. 265 S 37,All Other Offense (except traffic),12,Person,4,Felony,,,,,,No,Ch 265 Felony
1083,"Cocaine, distribute or possess with intent  Ch. 94C S 32A(c)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
1084,"Cocaine, distribute or possess with intent, subsq. off.  Ch. 94C S 32A(d)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
1114,"Cocaine, distribute or possess with intent, to minor  Ch. 94C S 32F(d)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
1101,"Cocaine, trafficking in, 100 to 200 g  Ch. 94C S 32E(b)(3)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9,Drugs,5,Felony,,,,,,Yes,
1099,"Cocaine, trafficking in, 14 to 28 g  Ch. 94C S 32E(b)(1)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
1102,"Cocaine, trafficking in, 200 g or more  Ch. 94C S 32E(b)(4)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9,Drugs,5,Felony,,,,,,Yes,
1100,"Cocaine, trafficking in, 28 to 100 g  Ch. 94C S 32E(b)(2)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
97,Coercion to join a gang,All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
221,Compulsory insurance law-118a,All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1410,"Computer system, unauthorized access to  Ch. 266 S 120F",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
202,Concealing death of issue,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
163,Concealing leased property,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1561,"Conspiracy for felony, death penalty or life imprisonment  Ch. 274 S 7(1)",All Other Offense (except traffic),2,Person,U,Felony,,,,,,Yes,
1560,"Conspiracy for felony, more than 10 years  Ch. 274 S 7(2)",All Other Offense (except traffic),37,Public Order,U,Misdemeanor,,,,,,Yes,
1559,"Conspiracy for felony, not more than 10 years  Ch. 274 S 7(3)",All Other Offense (except traffic),17,Public Order,U,Felony,,,,,,Yes,
1558,Conspiracy for misdemeanor  Ch. 274 S 7(4),All Other Offense (except traffic),23,Public Order,U,Misdemeanor,,,,,,Yes,
1139,Conspiracy to violate drug law  Ch. 94C S 40,Drug Abuse Violations,36,Drugs,U,Misdemeanor,,,,,,Yes,
388,Conspiracy to violate drug laws,Drug Abuse Violations,,Drugs,1,Misdemeanor,,,,,,Yes,
87,Conspiracy-other crime,All Other Offense (except traffic),,Public Order,1,Misdemeanor,,,,,,Yes,
398,Constitutional law violation with intimidation or force,All Other Offense (except traffic),17,Public Order,4,Felony,,,,,,Yes,
267,Consuming alcohol in a public way,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
292,Contempt of court (chins violation),All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
293,Contempt of court (court violation),All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1568,"Contempt, criminal, Common Law [Grid 2012]",All Other Offense (except traffic),29,Public Order,2,CIV,,,,,,Yes,
1141,Contribute to delinquency of child  Ch. 119 S 63,Offenses Against Family and Children,24,Person,2,Misdemeanor,,,,,,Yes,
309,Contributing to the delenquincy of a minor,Offenses Against Family and Children,29,Public Order,2,Misdemeanor,,,,,,Yes,
167,Conveying mortgaged property,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1600,"CORI, disseminate/seek unlawfully, falsify  Ch. 6 S 178",Fraud,29,Public Order,2,Misdemeanor,,,,,,Yes,
420,"Counterfeit drug,distribute or possess with intent","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",29,Public Order,2,Misdemeanor,,,,,,Yes,
1115,"Counterfeit drug; create, distribute, or possess with intent  Ch. 94C S 32G","Synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",33,Drugs,1,Misdemeanor,,,,,,Yes,
164,Counterfeit money,Forgery and Counterfeiting,20,Property,3,Felony,,,,,,Yes,
1668,"Counterfeit note or traveler's check, utter, Ch. 267 S 10",Forgery and Counterfeiting,26,Property,2,Felony,,,,,,Yes,
1427,"Counterfeit note or traveller's check, possess  Ch. 267 S 12",Forgery and Counterfeiting,29,Public Order,2,Felony,,,,,,Yes,
1426,"Counterfeit notes, possess  Ch. 267 S 9",Forgery and Counterfeiting,23,Public Order,3,Felony,,,,,,Yes,
210,Counterfeit sticker/license-114n,Forgery and Counterfeiting,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
412,"Court proceedings, disrupt",Disorderly Conduct,29,Public Order,2,Misdemeanor,,,,,,Yes,
